Transaction_ID,HD_ID,Checkout_Queue_Entry_Time,Store_Entry_Time,Store_Exit_Time,Store_ID
58293913,NUESLE,2014-04-19 16:11:21.158367,2014-04-19 16:09:06.324679,2014-04-19 17:12:04.686751,Store_8
63164247,YSIYXN,2015-12-30 15:15:56.806167,2015-12-30 14:06:59.346334,2015-12-30 15:47:23.786476,Store_12
79397482,E7169458,2014-05-02 18:46:10.604122,2014-05-02 18:07:53.207251,2014-05-02 19:42:25.083319,Store_12
60057807,FGZTWQ,2015-09-04 16:00:21.983299,2015-09-04 14:21:55.443857,2015-09-04 17:20:52.394002,Store_19
66974844,E3399282,2015-06-08 16:00:24.504768,2015-06-08 15:30:26.812214,2015-06-08 17:16:17.611952,Store_21
35413543,E6163996,2015-07-28 17:14:37.225888,2015-07-28 17:13:12.038185,2015-07-28 18:24:08.987293,Store_9
35538561,CYYGLT,2015-03-23 14:43:38.197963,2015-03-23 13:12:20.916038,2015-03-23 15:14:19.066345,Store_7
21816755,MJWWPG,2014-12-30 09:34:03.991122,2014-12-30 08:51:23.121198,2014-12-30 10:30:42.780748,Store_4
30445789,CCZBKT,2015-07-28 14:40:19.597947,2015-07-28 14:12:43.374608,2015-07-28 15:11:25.419030,Store_23
23219572,NDOXKO,2015-03-01 15:18:40.298437,2015-03-01 14:14:53.575432,2015-03-01 16:53:36.782545,Store_11
84658699,COZAUL,2015-10-10 17:45:22.725130,2015-10-10 17:02:36.560317,2015-10-10 18:37:35.638199,Store_9
83271228,WTUCHB,2015-05-21 11:15:18.167566,2015-05-21 10:43:38.249725,2015-05-21 11:45:29.324404,Store_24
48647422,GVOYLB,2014-12-29 08:10:18.432137,2014-12-29 07:20:32.098599,2014-12-29 09:48:53.256028,Store_12
53594764,XAJGLS,2015-12-29 12:33:29.179140,2015-12-29 11:54:19.622741,2015-12-29 13:39:32.064674,Store_19
44262778,PFVLUY,2015-06-12 17:44:26.725653,2015-06-12 16:39:57.091345,2015-06-12 18:51:58.423767,Store_12
42968886,WKUKVQ,2015-12-14 16:09:00.872447,2015-12-14 15:28:09.484253,2015-12-14 17:13:13.466929,Store_1
62086235,FOCGBI,2014-07-16 18:32:45.989567,2014-07-16 17:47:04.592014,2014-07-16 18:47:54.465547,Store_1
96623078,VKSYNZ,2015-05-25 19:25:44.964376,2015-05-25 19:02:00.152478,2015-05-25 19:41:44.091690,Store_18
66790405,ERAHEZ,2015-12-01 17:33:13.357360,2015-12-01 17:26:29.429823,2015-12-01 18:03:54.777170,Store_5
69109183,RWJNPB,2014-08-28 08:21:28.790969,2014-08-28 07:29:20.024609,2014-08-28 09:27:20.092994,Store_23
71557831,ARXWHX,2015-12-12 16:22:17.828033,2015-12-12 14:58:54.150406,2015-12-12 17:32:28.342152,Store_21
83359041,DEXAHZ,2014-06-22 11:19:28.104510,2014-06-22 09:53:59.594501,2014-06-22 11:46:33.146719,Store_23
34736917,RKUMVG,2015-12-15 14:56:01.084711,2015-12-15 14:37:14.309190,2015-12-15 15:51:01.796778,Store_25
21288903,RRYWHI,2015-12-26 19:05:11.354783,2015-12-26 18:29:35.318406,2015-12-26 19:49:36.196454,Store_24
74055879,SNADMC,2015-06-09 16:38:17.735627,2015-06-09 16:12:48.716589,2015-06-09 17:13:08.223622,Store_8
23302787,E4126300,2015-08-06 18:37:06.515947,2015-08-06 18:04:02.039305,2015-08-06 18:56:40.833796,Store_4
18519884,UPVPAW,2015-05-01 18:34:18.778896,2015-05-01 18:14:35.709653,2015-05-01 19:51:52.738552,Store_12
56816099,TJICAT,2014-02-13 15:27:39.375537,2014-02-13 14:57:17.710984,2014-02-13 15:34:49.829263,Store_12
67729011,AKWQGJ,2015-12-08 10:58:52.590185,2015-12-08 10:48:45.326714,2015-12-08 11:46:22.602854,Store_9
95808684,HCDJZU,2014-09-01 08:44:13.208824,2014-09-01 07:37:09.382580,2014-09-01 09:56:17.321816,Store_18
,DNFODZ,,2015-08-30 09:12:13.009213,2015-08-30 12:16:13.269975,Store_11
61943668,XUZFOG,2014-08-27 16:03:45.913859,2014-08-27 16:01:04.897812,2014-08-27 17:11:05.478219,Store_8
79089622,AXBPXG,2015-06-28 17:38:05.429013,2015-06-28 16:48:36.670121,2015-06-28 18:15:05.900548,Store_12
54926038,DIARSE,2015-12-05 13:50:16.385871,2015-12-05 13:40:28.312934,2015-12-05 14:51:12.643844,Store_23
25159217,FWWCGR,2015-07-03 18:57:33.529643,2015-07-03 18:14:01.897076,2015-07-03 19:51:42.573204,Store_14
,EFXGZZ,2014-12-19 16:18:39.049934,2014-12-19 15:34:29.843582,2014-12-19 17:50:27.928348,Store_15
82520918,LVCJLN,2015-08-22 16:33:15.848398,2015-08-22 15:45:19.464089,2015-08-22 17:30:43.549654,Store_3
32194545,GXFPUM,2015-06-23 18:08:39.586497,2015-06-23 17:38:43.132450,2015-06-23 18:39:30.440894,Store_12
20329215,GHRQYI,2015-09-18 16:46:03.426959,2015-09-18 16:05:35.319503,2015-09-18 17:35:01.344047,Store_15
71664187,XRPUYU,2014-02-15 16:30:52.434881,2014-02-15 16:14:26.099673,2014-02-15 17:45:40.172951,Store_12
24008212,SHUWGQ,2014-11-06 17:33:58.487322,2014-11-06 17:02:21.414768,2014-11-06 18:21:19.794744,Store_3
63066092,LWRTDC,2015-06-28 18:27:47.383505,2015-06-28 17:45:24.746325,2015-06-28 19:04:10.721106,Store_9
18791975,SJPUGZ,2014-02-24 13:41:43.515750,2014-02-24 13:05:02.549176,2014-02-24 14:57:48.325063,Store_21
24640565,LTFXHY,2015-04-23 11:55:18.752097,2015-04-23 10:06:56.954833,2015-04-23 12:15:45.963102,Store_17
75398122,MDJNEX,2015-12-26 11:56:10.221063,2015-12-26 11:15:30.833313,2015-12-26 12:53:54.975219,Store_25
68378083,LBBUPF,2015-11-03 07:24:21.674532,2015-11-03 06:51:07.136473,2015-11-03 08:21:46.379886,Store_13
86992211,AKREEB,2015-07-28 17:12:47.410487,2015-07-28 15:33:32.565369,2015-07-28 18:01:04.735554,Store_1
48023347,TTVSDZ,2014-11-05 16:35:21.905886,2014-11-05 15:41:41.180892,2014-11-05 18:57:51.523372,Store_20
27473981,LUJPII,2014-01-04 19:05:21.032347,2014-01-04 18:25:24.570856,2014-01-04 20:16:49.621362,Store_20
41444389,VAFAXC,2015-01-10 18:35:40.640119,2015-01-10 17:55:12.846671,2015-01-10 19:31:21.316793,Store_18
49152652,IHCTWO,2015-02-18 17:52:33.846383,2015-02-18 17:14:21.707416,2015-02-18 18:21:31.794939,Store_14
11924069,HGLQPA,2015-08-29 18:00:02.062553,2015-08-29 17:08:31.418473,2015-08-29 18:43:24.482501,Store_23
66996541,XMXAMF,2015-08-26 08:22:53.382696,2015-08-26 06:38:10.360258,2015-08-26 09:00:33.781131,Store_24
37978221,NHYITG,2014-02-25 16:20:24.677416,2014-02-25 16:11:11.542020,2014-02-25 18:22:32.939382,Store_1
,ZMTHZE,2014-03-21 17:30:05.273057,2014-03-21 16:20:27.757425,2014-03-21 18:08:43.456004,Store_20
11194648,E8552336,2014-06-28 16:51:34.516008,2014-06-28 15:53:54.478440,2014-06-28 17:30:19.708543,Store_5
37023899,NXHYWA,2014-12-06 18:28:39.782057,2014-12-06 17:10:27.814848,2014-12-06 19:27:45.066643,Store_7
41147538,ZUOLQP,2015-04-12 18:56:53.491877,2015-04-12 18:18:39.208329,2015-04-12 19:11:58.396171,Store_23
,LZXZCB,2015-01-03 14:20:46.735251,2015-01-03 13:29:49.310238,2015-01-03 16:00:36.620299,Store_1
68621425,HQYTER,2015-12-18 18:17:59.836635,2015-12-18 17:56:46.595100,2015-12-18 18:34:21.420803,Store_4
73823299,E2766384,2015-07-20 12:55:29.456175,2015-07-20 12:24:01.329406,2015-07-20 13:50:07.853817,Store_23
43381430,LXCXSM,2015-03-07 09:57:54.160956,2015-03-07 07:32:23.535082,2015-03-07 11:38:16.172851,Store_12
37833336,UTAAUC,2015-01-31 18:07:27.403616,2015-01-31 17:09:25.841527,2015-01-31 18:25:51.924149,Store_12
62140267,MLTHRM,2014-06-15 17:36:55.385169,2014-06-15 16:19:08.593928,2014-06-15 18:45:35.590163,Store_12
70500375,ZTMGTT,2015-08-30 17:07:16.541740,2015-08-30 17:00:59.134855,2015-08-30 17:46:02.494067,Store_17
39570868,YBZJEO,2015-06-22 19:02:03.212453,2015-06-22 18:59:05.198484,2015-06-22 20:01:30.249145,Store_23
56926333,BOZJTF,2015-09-12 17:46:38.785681,2015-09-12 16:49:09.834400,2015-09-12 19:24:33.431740,Store_4
72684021,OSNWCY,2014-02-20 15:19:07.424648,2014-02-20 13:29:20.577642,2014-02-20 16:38:29.821852,Store_21
63102378,RJJAVA,2014-12-19 14:53:49.610621,2014-12-19 13:40:00.857644,2014-12-19 15:47:29.776931,Store_21
74383522,GPTMMA,2014-04-29 17:19:13.830177,2014-04-29 16:26:32.249358,2014-04-29 18:11:29.892262,Store_22
56670244,IYQXYI,2015-12-09 11:00:10.299914,2015-12-09 09:43:48.485927,2015-12-09 12:07:14.565844,Store_16
55095923,RYXBSC,2015-12-24 18:58:24.650386,2015-12-24 18:41:08.000365,2015-12-24 19:43:22.222383,Store_20
92548733,EPHVHB,2015-05-22 08:28:46.085841,2015-05-22 07:41:11.656562,2015-05-22 09:05:41.735287,Store_5
82615933,E9982066,2015-11-24 16:49:06.543238,2015-11-24 15:59:06.273569,2015-11-24 17:21:11.010659,Store_1
81801678,UAOBQR,2014-07-25 14:51:47.234615,2014-07-25 13:29:13.830049,2014-07-25 16:12:40.868771,Store_21
56109236,ESVSVH,2015-08-10 17:05:50.371117,2015-08-10 15:57:10.423505,2015-08-10 17:57:55.752932,Store_4
41925152,DWVICD,2015-02-20 16:23:18.375844,2015-02-20 16:13:59.968472,2015-02-20 17:57:49.367197,Store_5
49318846,E4075147,2015-01-19 13:38:13.988816,2015-01-19 13:16:48.974503,2015-01-19 14:44:06.493856,Store_7
58836027,E7902355,2014-12-10 18:02:44.791953,2014-12-10 16:51:25.541117,2014-12-10 18:57:20.361896,Store_3
15745118,E1538797,2015-01-03 16:58:48.083870,2015-01-03 16:05:03.675123,2015-01-03 17:55:28.127307,Store_16
71828726,EDWMHO,2015-02-08 13:07:55.084728,2015-02-08 12:31:40.203534,2015-02-08 13:57:23.265314,Store_21
48551192,JDTFFW,2015-07-12 13:49:27.441733,2015-07-12 12:55:11.531980,2015-07-12 14:52:53.463013,Store_11
47469349,ZAFLUI,2014-07-03 18:47:37.710910,2014-07-03 18:20:01.494808,2014-07-03 19:09:56.086996,Store_16
85918822,WHSANT,2015-03-18 16:40:06.192653,2015-03-18 16:03:27.738325,2015-03-18 18:18:32.300287,Store_1
61901553,PRNYCB,2015-10-03 16:21:05.315049,2015-10-03 15:36:17.016029,2015-10-03 16:34:57.055717,Store_9
91706503,SESLLF,2014-07-31 13:04:05.010101,2014-07-31 11:07:19.118817,2014-07-31 13:49:59.487122,Store_2
24696456,E3142323,2015-12-05 17:57:10.157665,2015-12-05 16:56:18.037757,2015-12-05 18:37:38.888734,Store_5
42540744,UYGPVB,2015-10-15 14:59:01.216575,2015-10-15 14:21:56.790302,2015-10-15 15:11:48.652053,Store_11
93797647,SSJYSS,2015-10-02 19:10:38.531914,2015-10-02 17:55:27.054834,2015-10-02 19:54:30.074385,Store_4
36080352,HILDUY,2015-11-10 12:25:38.769280,2015-11-10 11:26:17.026952,2015-11-10 13:26:31.489052,Store_4
39916914,VQKBIZ,2015-10-26 17:48:48.489588,2015-10-26 16:48:35.804529,2015-10-26 18:32:07.157100,Store_10
86148374,OXWIVH,2014-01-26 17:40:17.200557,2014-01-26 17:08:45.791753,2014-01-26 18:47:30.937463,Store_4
91173566,TTNXXY,2015-07-21 09:51:39.258156,2015-07-21 08:42:48.791609,2015-07-21 10:31:18.220254,Store_17
26827042,FTZSTL,2015-08-10 14:55:59.617726,2015-08-10 14:35:22.035263,2015-08-10 17:27:45.616227,Store_23
79494832,QEWOLH,2015-09-17 17:29:05.710766,2015-09-17 16:28:25.981696,2015-09-17 18:30:59.256281,Store_5
61303222,PHACVS,2015-07-19 09:48:36.257343,2015-07-19 08:45:22.967846,2015-07-19 10:32:24.731214,Store_4
77102434,KXLNFM,2014-06-04 12:43:51.156035,2014-06-04 11:56:35.950070,2014-06-04 13:29:51.580131,Store_11
67755215,AYOVMX,2015-01-25 18:06:50.329340,2015-01-25 17:40:00.134715,2015-01-25 18:37:46.340485,Store_23
76548863,HJWDLO,2015-11-28 12:43:59.232021,2015-11-28 12:05:56.440742,2015-11-28 13:37:16.414402,Store_1
46415304,ZJRBBS,2014-02-22 16:32:46.990989,2014-02-22 15:18:12.681686,2014-02-22 17:17:04.428133,Store_16
16449553,OFIBGQ,2015-12-07 18:17:18.768887,2015-12-07 16:44:53.479958,2015-12-07 18:34:39.008270,Store_19
49409303,XRPUYU,2015-07-09 17:44:07.424953,2015-07-09 16:42:48.531596,2015-07-09 18:38:43.627841,Store_8
51088657,WANJQU,2014-12-04 08:41:34.336952,2014-12-04 07:30:37.169501,2014-12-04 10:01:50.823690,Store_3
64291525,WVFAAO,2015-10-20 11:00:16.245917,2015-10-20 10:32:48.213521,2015-10-20 11:26:30.577961,Store_14
80073649,FJRVRE,2014-06-08 08:59:22.347430,2014-06-08 08:45:51.089139,2014-06-08 10:16:09.868652,Store_1
24956127,E3815364,2014-05-06 17:51:20.552787,2014-05-06 17:17:05.531710,2014-05-06 18:39:01.112829,Store_4
77802647,EUVTPE,2015-12-20 08:14:27.740563,2015-12-20 07:45:03.219838,2015-12-20 09:38:32.453197,Store_10
46765113,NTIDUM,2015-07-23 18:34:14.151088,2015-07-23 17:47:42.663322,2015-07-23 19:07:56.640833,Store_20
76799880,CYOZPN,2014-12-25 16:44:18.006186,2014-12-25 15:44:16.396602,2014-12-25 17:09:03.250082,Store_13
85721946,NKGAVZ,2015-09-06 08:43:42.768700,2015-09-06 08:40:37.183955,2015-09-06 09:34:23.779134,Store_15
80720752,BTOOOQ,2014-10-11 09:57:37.598304,2014-10-11 08:45:46.156123,2014-10-11 10:30:20.945633,Store_7
62061198,WPRQYS,2014-01-16 07:52:08.982319,2014-01-16 07:10:07.617176,2014-01-16 09:10:50.151004,Store_23
97613324,MQDIWQ,2014-12-04 09:11:47.132248,2014-12-04 07:23:43.130951,2014-12-04 10:44:15.374427,Store_17
56926634,E2918495,2015-04-28 08:26:00.439671,2015-04-28 07:43:51.219664,2015-04-28 09:29:02.513765,Store_23
80902949,EFLBPJ,2014-03-04 16:47:57.319366,2014-03-04 15:50:44.568326,2014-03-04 17:47:00.393492,Store_15
83483823,JKLSFY,2015-12-22 17:12:42.702590,2015-12-22 16:34:17.675312,2015-12-22 17:53:47.473003,Store_13
46056165,ZZOIII,2015-02-23 14:21:01.063208,2015-02-23 13:44:41.417024,2015-02-23 16:12:46.224454,Store_2
32505904,IWNKNW,2015-11-30 17:25:08.137672,2015-11-30 16:13:30.154877,2015-11-30 19:19:06.270945,Store_1
65661193,TDVCLU,2015-12-29 08:11:19.376701,2015-12-29 08:05:08.623179,2015-12-29 08:48:25.858556,Store_22
14559893,OSLYKY,2015-04-30 19:19:43.937961,2015-04-30 18:20:09.932167,2015-04-30 19:58:09.905074,Store_16
60603135,QYNJLZ,2014-10-24 16:40:31.015971,2014-10-24 16:21:12.140491,2014-10-24 17:38:46.733863,Store_15
29742356,JAFERK,2015-01-27 17:37:51.181206,2015-01-27 17:22:21.774859,2015-01-27 18:20:18.583864,Store_12
89194021,JGRLHT,2015-07-18 18:48:25.290472,2015-07-18 18:07:29.631653,2015-07-18 19:45:33.265175,Store_24
43429630,XHGEBF,2015-08-25 16:42:37.828127,2015-08-25 16:05:01.320786,2015-08-25 17:33:02.408455,Store_20
85969692,ATGBXV,2015-09-26 19:03:54.744927,2015-09-26 18:08:56.601112,2015-09-26 19:34:38.171375,Store_6
49665944,EOUKDP,2015-02-04 17:30:17.398800,2015-02-04 16:41:20.524067,2015-02-04 18:56:18.408584,Store_22
50799503,UMTFCX,2015-07-19 10:28:28.025437,2015-07-19 09:51:53.249761,2015-07-19 10:45:24.607630,Store_25
99025780,QKIIYS,2014-07-23 14:23:29.690431,2014-07-23 13:41:23.884127,2014-07-23 15:27:41.108170,Store_25
69625686,VGVPEI,2015-07-09 07:19:43.192237,2015-07-09 06:12:32.907087,2015-07-09 08:11:23.126016,Store_4
17178732,UMPEST,2015-10-04 11:19:45.887342,2015-10-04 10:15:30.662329,2015-10-04 11:58:36.362015,Store_4
81999766,LFGLWY,2014-01-19 10:41:05.016859,2014-01-19 10:07:52.907954,2014-01-19 11:32:49.541554,Store_2
18868425,TXEMMG,2015-02-15 17:24:37.815845,2015-02-15 16:54:03.671058,2015-02-15 18:21:02.092124,Store_10
28271734,TDJALV,2015-12-08 17:50:27.548945,2015-12-08 17:29:05.989436,2015-12-08 18:19:55.144415,Store_9
57084635,ZGMFNI,2014-12-06 19:07:44.859985,2014-12-06 18:28:39.230774,2014-12-06 19:28:58.122226,Store_12
54902201,DTVTYZ,2015-06-10 12:54:53.364276,2015-06-10 12:48:41.971983,2015-06-10 14:15:14.113827,Store_8
59344159,AUTLYG,2014-07-18 14:37:20.477272,2014-07-18 13:57:12.219842,2014-07-18 15:04:07.049761,Store_15
94371857,DCXCLX,2014-10-08 11:35:29.234930,2014-10-08 10:29:24.079885,2014-10-08 12:56:26.739066,Store_25
85876808,BAISGW,2015-01-28 17:02:22.048040,2015-01-28 16:42:26.855176,2015-01-28 17:31:36.571411,Store_5
88146109,IAKOHV,2014-08-04 10:09:15.748962,2014-08-04 08:19:34.002556,2014-08-04 11:57:51.233152,Store_8
84563955,XUSUDZ,2014-05-15 16:39:35.196100,2014-05-15 14:32:10.392751,2014-05-15 17:34:00.231576,Store_2
52918220,YWAGAW,2015-12-23 18:30:45.708844,2015-12-23 17:19:19.569845,2015-12-23 18:46:47.314522,Store_23
41393876,TXVNBV,2014-07-15 17:37:07.699696,2014-07-15 17:11:43.993859,2014-07-15 18:48:34.143632,Store_25
77264343,ZFOWQJ,2015-07-16 18:22:11.098984,2015-07-16 17:54:50.356910,2015-07-16 19:45:45.916650,Store_12
38091778,KHKEOG,2014-08-02 08:53:04.844148,2014-08-02 08:34:35.155558,2014-08-02 09:39:56.203112,Store_5
10827971,ZRHSPH,2014-07-18 16:12:12.694543,2014-07-18 15:03:38.503394,2014-07-18 16:19:38.849243,Store_21
39032112,JKBKFB,2015-10-26 17:26:22.737176,2015-10-26 16:24:55.203274,2015-10-26 18:43:10.031605,Store_6
85258953,VWBFFM,2015-01-17 19:26:34.978779,2015-01-17 18:50:10.613964,2015-01-17 19:54:34.177079,Store_23
39960039,FLBPAZ,2015-05-18 17:00:12.545062,2015-05-18 16:18:05.281766,2015-05-18 18:40:34.627297,Store_5
47204248,QTMYXA,2014-09-18 07:35:28.998430,2014-09-18 06:59:18.499609,2014-09-18 09:23:14.990306,Store_1
23256898,LUJPII,2014-11-24 18:35:16.563818,2014-11-24 18:09:50.964864,2014-11-24 19:58:36.929380,Store_22
72671639,WPNUOI,2015-08-15 18:37:23.229639,2015-08-15 17:58:42.598581,2015-08-15 19:21:13.259263,Store_1
12028333,ZELYGH,2015-12-05 18:36:32.202033,2015-12-05 18:02:57.859961,2015-12-05 19:45:39.447412,Store_13
46767210,NTZKCL,2014-09-27 16:36:28.447746,2014-09-27 15:47:53.914630,2014-09-27 17:27:11.977738,Store_18
27628884,BTUOKN,2015-07-15 18:37:58.892798,2015-07-15 17:59:46.718685,2015-07-15 19:45:57.997767,Store_2
54444278,JWNGPA,2015-01-29 17:20:13.048939,2015-01-29 16:14:29.724475,2015-01-29 17:49:18.217859,Store_3
14848296,QBOTAS,2015-06-06 19:09:06.545422,2015-06-06 18:02:28.420097,2015-06-06 19:53:04.365967,Store_21
81714756,OQAWSC,2014-02-03 18:16:55.817434,2014-02-03 17:54:20.902982,2014-02-03 19:09:54.999919,Store_1
34054188,E0160738,2015-10-27 16:08:04.682447,2015-10-27 15:22:49.535713,2015-10-27 17:12:49.890326,Store_23
64629113,JSQLLX,2015-04-25 18:42:25.408774,2015-04-25 18:26:23.012053,2015-04-25 19:23:19.559287,Store_17
90683679,SMXHVY,2015-08-15 11:30:51.640477,2015-08-15 10:58:29.842771,2015-08-15 11:57:44.456007,Store_15
34171197,NHOOBB,2015-06-08 12:34:37.367710,2015-06-08 11:25:01.832292,2015-06-08 14:06:18.254608,Store_14
92024523,YSAFKY,2015-08-10 18:14:06.155012,2015-08-10 17:25:56.454454,2015-08-10 19:13:30.992625,Store_10
,FNZISS,2015-07-05 18:22:06.064185,2015-07-05 17:09:11.046792,2015-07-05 19:30:47.222888,Store_4
73179222,KGOWIY,2014-07-01 13:30:03.489208,2014-07-01 11:59:47.291438,2014-07-01 13:46:36.494258,Store_1
79247859,OYXDEE,2015-12-23 08:06:42.870828,2015-12-23 07:05:53.070236,2015-12-23 09:02:48.295276,Store_25
63214049,E5606783,2015-10-12 17:24:36.316227,2015-10-12 16:38:05.729892,2015-10-12 18:31:20.989675,Store_19
39750326,E5081593,2015-12-10 17:42:17.495549,2015-12-10 17:23:43.801851,2015-12-10 17:54:50.244651,Store_23
22556272,DBWKFK,2015-08-15 15:56:31.757651,2015-08-15 15:23:02.250347,2015-08-15 17:12:25.803576,Store_11
55514367,MXIBCL,2014-08-03 16:49:23.733311,2014-08-03 16:03:46.692087,2014-08-03 17:44:47.746132,Store_21
48762664,WYXWPV,2015-02-08 19:03:17.151094,2015-02-08 18:22:12.322497,2015-02-08 20:06:39.043057,Store_12
69460028,NOOFWP,2015-10-07 10:04:34.476579,2015-10-07 08:46:30.181234,2015-10-07 10:48:37.659858,Store_9
65742571,XTIZVR,2015-09-12 16:44:15.079613,2015-09-12 16:08:22.470952,2015-09-12 17:13:09.127917,Store_13
93465345,HRWJVV,2015-05-04 17:53:38.933238,2015-05-04 16:49:42.058352,2015-05-04 19:34:48.590610,Store_21
63956557,KCBQAC,2015-09-28 09:31:30.395930,2015-09-28 08:28:53.317798,2015-09-28 10:39:36.764914,Store_20
89848453,YVEOPY,2015-06-15 19:15:33.175144,2015-06-15 18:17:36.539076,2015-06-15 19:54:42.894439,Store_25
33666141,CVUYJQ,2014-08-17 17:45:53.511891,2014-08-17 17:23:19.690987,2014-08-17 18:20:19.596082,Store_12
54530430,GIGQKM,2014-07-27 09:31:08.023787,2014-07-27 09:26:53.222836,2014-07-27 10:58:50.275967,Store_20
36264951,HERANF,2014-12-19 19:33:22.103507,2014-12-19 18:58:34.324830,2014-12-19 19:49:17.296317,Store_7
60786764,YVQMLJ,2014-06-30 18:23:53.180061,2014-06-30 18:18:47.791465,2014-06-30 18:56:04.490622,Store_7
84125187,OCTTYE,2015-10-27 12:03:11.055013,2015-10-27 11:26:27.670443,2015-10-27 12:46:30.847803,Store_10
73258731,YZSCFV,2014-12-12 17:36:48.904908,2014-12-12 17:06:28.211937,2014-12-12 18:14:31.733517,Store_9
69054044,CKEJHH,2014-12-10 18:27:40.431662,2014-12-10 17:07:41.359537,2014-12-10 18:53:14.167185,Store_15
46799870,SFJYQH,2014-08-12 16:06:14.018580,2014-08-12 14:31:24.833735,2014-08-12 17:45:46.060694,Store_24
13380274,IHAWSM,2014-05-16 15:16:09.415755,2014-05-16 13:43:41.776376,2014-05-16 16:27:21.534284,Store_20
62669618,XPGEMT,2014-03-26 18:35:37.317156,2014-03-26 17:59:45.140251,2014-03-26 18:50:53.155187,Store_4
50786316,CYQTPS,2015-03-09 17:40:26.811156,2015-03-09 16:42:41.985672,2015-03-09 18:16:22.284578,Store_7
25322755,GWJKUT,2014-07-03 12:51:11.138087,2014-07-03 11:02:58.696689,2014-07-03 14:18:12.465551,Store_1
,ACOTRT,2014-12-26 17:00:16.634849,2014-12-26 15:38:29.352097,2014-12-26 18:30:02.103473,Store_18
71920442,DTSZPM,2015-12-12 17:47:15.173088,2015-12-12 17:00:26.054112,2015-12-12 18:16:26.348140,Store_4
50567306,IDICGS,2015-02-04 14:13:19.605491,2015-02-04 13:38:03.146096,2015-02-04 14:28:32.793250,Store_20
48035266,QWZUVP,2015-02-24 18:04:11.134284,2015-02-24 17:58:17.468945,2015-02-24 18:30:09.301840,Store_4
83550082,NKRRBG,2015-05-15 18:18:03.373149,2015-05-15 17:52:01.934079,2015-05-15 19:13:55.731051,Store_4
81951761,KSGLYI,2015-05-14 18:13:45.767674,2015-05-14 17:46:23.072581,2015-05-14 19:39:27.793331,Store_8
66788524,BTHTUW,2014-07-21 17:36:59.342998,2014-07-21 17:32:57.717314,2014-07-21 18:00:39.708991,Store_21
39375656,CUVCPN,2015-02-22 09:18:39.611899,2015-02-22 08:42:05.642512,2015-02-22 10:09:58.723894,Store_14
75083973,YTPEUH,2015-12-07 18:40:12.685330,2015-12-07 18:21:53.395089,2015-12-07 18:57:02.558949,Store_5
15636499,ZBHIDO,2015-12-05 14:17:44.786820,2015-12-05 13:16:38.370785,2015-12-05 15:18:26.031160,Store_12
55755426,XJTNWF,2014-07-25 10:45:51.650407,2014-07-25 10:13:08.125097,2014-07-25 11:46:50.450533,Store_12
27172113,MHQBCY,2015-02-14 18:37:30.440592,2015-02-14 16:17:43.751238,2015-02-14 20:19:58.318168,Store_1
84348863,OAAATY,2014-03-12 16:46:54.072173,2014-03-12 16:24:23.513828,2014-03-12 17:36:17.713425,Store_3
16119144,NNCGDV,2014-02-15 15:43:03.288351,2014-02-15 14:24:27.039440,2014-02-15 17:34:27.900419,Store_1
87306180,VINXFE,2014-12-07 19:12:25.461810,2014-12-07 18:18:56.231026,2014-12-07 20:07:16.923952,Store_12
99250279,SCISSJ,2015-12-15 18:59:57.897618,2015-12-15 18:35:39.212270,2015-12-15 20:06:00.599178,Store_23
55840335,GFCGEO,2015-03-31 10:09:21.564449,2015-03-31 09:39:37.348271,2015-03-31 10:55:32.338198,Store_2
20920597,MPTAUB,2015-09-24 16:44:50.274816,2015-09-24 15:16:21.503593,2015-09-24 17:14:25.268752,Store_21
78618681,URHNXS,2014-03-27 14:45:55.732663,2014-03-27 13:59:09.765463,2014-03-27 15:45:35.992689,Store_1
86621447,REZQOV,2014-09-22 13:54:08.901831,2014-09-22 12:46:43.557806,2014-09-22 14:53:13.937579,Store_14
37799485,SDMMLL,2014-04-25 08:55:22.682207,2014-04-25 07:27:13.209019,2014-04-25 09:53:55.074871,Store_20
64416037,HEETPX,2014-02-03 17:24:38.664512,2014-02-03 16:45:59.736920,2014-02-03 18:02:31.386522,Store_7
49863118,TLUBBW,2015-05-08 18:10:56.795438,2015-05-08 17:09:25.190605,2015-05-08 19:36:27.019487,Store_17
40155203,AGAXPV,2015-01-04 18:58:16.275831,2015-01-04 18:14:26.831922,2015-01-04 19:28:04.561918,Store_25
42409678,RSJYKX,2015-06-11 09:40:30.616131,2015-06-11 08:56:16.515212,2015-06-11 10:37:29.035891,Store_4
46167624,EIBNZD,2015-10-23 19:31:06.977026,2015-10-23 18:46:17.801546,2015-10-23 19:51:49.495662,Store_21
28587558,WOUYUO,2015-04-07 17:35:42.073840,2015-04-07 16:58:48.252756,2015-04-07 18:45:20.415673,Store_23
54620822,GZALRA,2014-07-17 15:25:04.310705,2014-07-17 14:36:47.295919,2014-07-17 15:30:53.289422,Store_22
72617816,HZFYWD,2015-08-24 14:29:18.477275,2015-08-24 14:23:51.189820,2015-08-24 15:27:10.397235,Store_8
30866737,OVLIJQ,2014-10-21 18:34:43.207709,2014-10-21 17:21:20.540804,2014-10-21 19:33:06.617099,Store_19
56166383,RWOYLG,2015-12-18 07:39:23.245353,2015-12-18 06:51:23.055960,2015-12-18 08:12:13.741177,Store_19
